Word,Level,Weight,Length,Start,End
Characterizing Structural Descriptions Produced By Various Grammatical Formalisms,1,5.910609490478122,8,1988,1995
Role of Verbs in Document Analysis,1,10.242873628967097,6,1999,2004
Is It Really That Difficult To Parse German?,1,3.9713766032299196,3,2007,2009
Towards Automatic Extraction Of Monolingual And Bilingual Terminology,1,5.941851886953237,5,1996,2000
The Descent Of Hierarchy And Selection In Relational Semantics,1,4.486135753783584,6,2004,2009
EM Can Find Pretty Good HMM POS-Taggers (When Given a Good Start),1,4.473228093474073,2,2009,2010
Semantic Class Learning from the Web with Hyponym Pattern Linkage Graphs,1,8.88516768491479,5,2009,
Building An MT Dictionary From Parallel Texts Based On Linguistic And Statistical Information,1,5.656112931092491,7,1995,2001
An Approach to Text Corpus Construction which Cuts Annotation Costs and Maintains Reusability of Annotated Data,1,7.68167640018712,3,2008,2010
Stochastic Language Generation For Spoken Dialogue Systems,1,4.4944910154602375,5,2001,2005
Ambiguity Resolution In A Reductionistic Parser,1,12.197133989375851,6,1993,1998
A Statistical Constraint Dependency Grammar (CDG) Parser,1,4.638928927888699,3,2005,2007
Overview of BioNLP’09 Shared Task on Event Extraction,1,17.785849400870916,2,2010,2011
Base Noun Phrase Translation Using Web Data And The EM Algorithm,1,7.941760819070378,5,2003,2007
Automatic Image Annotation Using Auxiliary Text Information,1,4.427230859319781,1,2010,2010
One Sense Per Collocation,1,19.0150713035275,12,1993,2004
Efficient Feature-based Conditional Random Field Parsing,1,5.3178876105533925,3,2009,2011
A Syntactic Analysis Method Of Long Japanese Sentences Based On The Detection Of Conjunctive Structures,1,10.790446124762859,11,1999,2009
Probabilistic Models For Disambiguation Of An HPSG-Based Chart Generator,1,5.363728262560724,5,2006,2010
Developing An Evaluation Methodology For Spoken Language Systems,1,5.606290507201086,7,1990,1996
Findings of the 2010 Joint Workshop on Statistical Machine Translation and Metrics for Machine Translation,1,16.708834003511296,3,2011,
TAUM-Aviation: Its Technical Features And Some Experimental Results,1,4.3976995901758436,9,1986,1994
Coreference Resolution with Reconcile,1,3.9086420649328057,3,2011,
Syntactic Graphs: A Representation For The Union Of All Ambiguous Parse Trees,1,4.10902764347326,9,1990,1998
MIMIC: An Adaptive Mixed Initiative Spoken Dialogue System For Information Queries,1,3.961744622864015,5,2000,2004
K-Vec: A New Approach For Aligning Parallel Texts,1,11.451955009654764,9,1995,2003
Global Learning of Focused Entailment Graphs,1,4.007816254141392,3,2011,
Parsing Strategies With 'Lexicalized' Grammars: Application To Tree Adjoining Grammars,1,27.425074282777963,12,1988,1999
Pearl: A Probabilistic Chart Parser,1,11.20318288227508,9,1992,2000
Combining Trigram-Based And Feature-Based Methods For Context-Sensitive Spelling Correction,1,6.6907524376273715,7,1996,2002
A Framework For Lexical Selection In Natural Language Generation,1,7.525585718037789,9,1990,1998
Improved Word-Level System Combination for Machine Translation,1,9.04220625123817,4,2008,2011
Identifying Anaphoric And Non-Anaphoric Noun Phrases To Improve Coreference Resolution,1,4.078951764600964,7,2003,2009
Turbo Parsers: Dependency Parsing by Approximate Variational Inference,1,5.690071318461459,2,2012,
Non-Classical Lexical Semantic Relations,1,5.59675571393364,4,2005,2008
Syntax-Based Alignment: Supervised Or Unsupervised?,1,4.493503390779746,3,2005,2007
MindNet: Acquiring and Structuring Semantic Information from Text,1,5.256768158090752,8,1999,2006
On Learning More Appropriate Selectional Restrictions,1,5.308385050039836,7,1997,2003
Guided Learning for Bidirectional Sequence Classification,1,4.579428573283183,6,2008,
Entity Disambiguation for Knowledge Base Population,1,4.81772387770995,3,2011,
Design Challenges and Misconceptions in Named Entity Recognition,1,7.5865257796420025,4,2010,
Internal And External Evidence In The Identification And Semantic Categorization Of Proper Names,1,4.462122688453678,3,1996,1998
Exploring Various Knowledge In Relation Extraction,1,5.3045310617707315,6,2006,2011
A DP-Based Search Using Monotone Alignments In Statistical Translation,1,4.535687279777048,10,1998,2007
A Speech-First Model For Repair Detection And Correction,1,6.4130840773154185,10,1993,2002
Scientific Paper Summarization Using Citation Summary Networks,1,4.705930402821362,4,2010,
Word-Sense Disambiguation Using Statistical Methods,1,25.03165980017088,8,1991,1998
An Algorithm For Pronominal Anaphora Resolution,1,27.395516526701893,11,1995,2005
Learning Word Vectors for Sentiment Analysis,1,6.280000406254668,1,2013,
Acquisition Of Selectional Patterns,1,10.141010090371054,7,1992,1998
The viability of web-derived polarity lexicons,1,6.396575520970099,3,2011,
Extraction Of Lexical Translations From Non-Aligned Corpora,1,7.35572939407406,10,1997,2006
Extracting Social Networks from Literary Fiction,1,6.058698264865,3,2011,
Beyond Class A: A Proposal For Automatic Evaluation Of Discourse,1,6.89713431079482,10,1990,1999
Learning To Paraphrase: An Unsupervised Approach Using Multiple-Sequence Alignment,1,4.895676392005671,5,2004,2008
Identifying Text Polarity Using Random Walks,1,5.330259667391198,3,2011,
The ACL Anthology Reference Corpus: A Reference Dataset for Bibliographic Research in Computational Linguistics,1,4.934413112896896,3,2011,
Unsupervised Coreference Resolution in a Nonparametric Bayesian Model,1,6.3471071330764275,6,2008,
Topological Dependency Trees: A Constraint-Based Account Of Linear Precedence,1,7.126182041618182,6,2001,2006
Semi-Supervised Training For Statistical Word Alignment,1,8.516416364737074,4,2007,2010
An Efficient Augmented-Context-Free Parsing Algorithm,1,12.788549261943933,10,1988,1997
Exploiting Wikipedia as External Knowledge for Named Entity Recognition,1,4.04075321004764,2,2008,2009
Shake-And-Bake Translation,1,4.426213768057777,11,1992,2002
Feature Vector Quality And Distributional Similarity,1,5.063915205689602,4,2005,2008
Estimating Linear Models for Compositional Distributional Semantics,1,6.134413262610677,1,2013,
TEAM: A Transportable Natural-Language Interface System,1,9.004996772474092,9,1984,1992
Using The Web As A Bilingual Dictionary,1,4.769093845713936,8,2002,2009
Efficient Bottom-Up Parsing,1,5.880898725238305,3,1992,1994
Translating English Into Logical Form,1,5.5029374571374206,4,1982,1985
Unification-based Multimodal Parsing,1,4.080188901854359,8,2000,2007
Parsing the Penn Chinese Treebank with Semantic Knowledge,1,5.925654233742057,2,2009,2010
1993 Benchmark Tests For The ARPA Spoken Language Program,1,4.008411982972312,8,1994,2001
BART: A modular toolkit for coreference resolution,1,4.449923952205418,2,2010,2011
Now Let's Talk About Now: Identifying Cue Phrases Intonationally,1,7.98386386566185,12,1988,1999
Cross-lingual Word Clusters for Direct Transfer of Linguistic Structure,1,7.961490517389632,2,2012,
Exploiting Syntactic and Shallow Semantic Kernels for Question Answer Classification,1,7.930751764870905,2,2008,2009
Lexical Transfer Based On Bilingual Signs: Towards Interaction During Transfer,1,4.46399081790769,5,1992,1996
Improving Accuracy In Word Class Tagging Through The Combination Of Machine Learning Systems,1,7.433724968840031,5,2002,2006
Unsupervised Multilingual Grammar Induction,1,5.229002888064546,4,2010,
Fast Decoding And Optimal Decoding For Machine Translation,1,13.51290455782728,5,2001,2005
Tagging Accurately - Don't Guess If You Know,1,5.392560710384258,10,1995,2004
Reinforcement Learning for Mapping Instructions to Actions,1,5.600367064927448,4,2010,
Syntactic And Semantic Parsability,1,3.896297644946581,9,1984,1992
Coreference Semantics from Web Features,1,4.380526686543082,1,2013,
Treebank Grammar Techniques for Non-Projective Dependency Parsing,1,3.950686851160862,2,2010,2011
Comparative Experiments On Disambiguating Word Senses: An Illustration Of The Role Of Bias In Machine Learning,1,14.837305914212484,8,1997,2004
Recovering Implicit Information,1,10.365534108708335,6,1986,1991
A Comparison Of Algorithms For Maximum Entropy Parameter Estimation,1,18.808270822961607,5,2003,2007
Statistical Machine Translation With Word- And Sentence-Aligned Parallel Corpora,1,4.972317038933861,6,2005,2010
In Question Answering Two Heads Are Better Than One,1,4.137971687284278,2,2004,2005
Translation By Structural Correspondences,1,15.887823479175157,8,1989,1996
Unsupervised Induction of Tree Substitution Grammars for Dependency Parsing,1,6.0411271259150725,3,2011,
11001 New Features for Statistical Machine Translation,1,13.39786098843882,4,2010,
Annealing Structural Bias In Multilingual Weighted Grammar Induction,1,6.294946076082715,3,2008,2010
PCFG Models Of Linguistic Tree Representations,1,12.203804747704872,10,1999,2008
Deterministic Part-Of-Speech Tagging With Finite-State Transducers,1,10.0336349070095,7,1995,2001
Beyond NomBank: A Study of Implicit Arguments for Nominal Predicates,1,4.264031802269962,3,2011,
A TAG-Based Noisy-Channel Model Of Speech Repairs,1,5.521502989137792,4,2006,2009
A Lazy Way To Chart-Parse With Categorial Grammars,1,10.286174696263785,9,1988,1996
Fast and Robust Joint Models for Biomedical Event Extraction,1,4.422555969023778,2,2012,
An Unsupervised Model for Text Message Normalization,1,3.943668089703908,3,2011,
Statistical Dependency Parsing For Turkish,1,4.152446604796948,3,2006,2008
Multi-Engine Machine Translation With Voted Language Model,1,3.8908297617825234,4,2005,2008
Joint Inference for Knowledge Extraction from Biomedical Literature,1,5.283067918544722,1,2011,2011
Bilingual Parsing With Factored Estimation: Using English To Parse Korean,1,4.503414240855111,3,2005,2007
Automatic Extraction Of Subcategorization From Corpora,1,20.62998840900275,8,1998,2005
Compilation Of HPSG To TAG,1,5.994928814401519,8,1996,2003
An Integrated Architecture For Shallow And Deep Processing,1,4.908429094215353,3,2002,2004
Automatic Detection And Correction Of Repairs In Human-Computer Dialog,1,3.9647263412661777,9,1992,2000
Deep Read: A Reading Comprehension System,1,11.616265430178975,6,2000,2005
CogNIAC: High Precision Coreference With Limited Knowledge And Linguistic Resources,1,7.671383112580723,5,1998,2002
A Novel Discourse Parser Based on Support Vector Machine Classification,1,3.8955463337407887,4,2010,
Pilot Implementation Of A Bilingual Knowledge Bank,1,7.4318780154653075,13,1991,2003
Dependency Unification Grammar,1,7.4516047718104375,13,1988,2000
TakeLab: Systems for Measuring Semantic Text Similarity,1,12.048833703061394,1,2013,
The Japanese Government Project For Machine Translation,1,7.324888259870593,13,1986,1998
GATE - A General Architecture For Text Engineering,1,4.750408235525493,7,1997,2003
Anaphora Resolution: A Multi-Strategy Approach,1,9.889899723539555,13,1990,2002
Automatic Acquisition Of The Lexical Semantics Of Verbs From Sentence Frames,1,5.362284928423477,12,1990,2001
Effective Adaptation Of Hidden Markov Model-Based Named Entity Recognizer For Biomedical Domain,1,3.875712236900996,4,2004,2007
Calibrating Features For Semantic Role Labeling,1,22.397083671118374,5,2005,2009
Integrated Annotation For Biomedical Information Extraction,1,9.329051767538328,4,2005,2008
Joint Processing and Discriminative Training for Letter-to-Phoneme Conversion,1,3.845707408879531,2,2009,2010
An Algorithm For Generating Referential Descriptions With Flexible Interfaces,1,5.699436502960102,10,1997,2006
Forest-to-String Statistical Translation Rules,1,6.7940540253702295,3,2008,2010
An Efficient Compiler For Weighted Rewrite Rules,1,4.989060520303855,9,1996,2004
EUROTRA: A Multilingual System Under Development,1,5.917939549261857,12,1986,1997
What Can Syntax-Based MT Learn from Phrase-Based MT?,1,5.102423467500409,3,2008,2010
Error-Driven Pruning of Treebank Grammars for Base Noun Phrase Identification,1,11.4963622204402,4,1998,2001
Edinburgh's Submission to all Tracks of the WMT 2009 Shared Task with Reordering and Speed Improvements to Moses,1,4.251183238090466,2,2010,2011
Toward Statistical Machine Translation without Parallel Corpora,1,4.380526686543082,1,2013,
Multi-Criteria-Based Active Learning For Named Entity Recognition,1,7.075703465857755,4,2006,2009
Named Entity Extraction Using AdaBoost,1,9.856911476729886,6,2002,2007
Resolving Translation Ambiguity Using Non-Parallel Bilingual Corpora,1,3.961744622864012,5,2000,2004
Dialogue Act Tagging with Transformation-Based Learning,1,6.451586834299533,4,1999,2002
A New String-to-Dependency Machine Translation Algorithm with a Target Dependency Language Model,1,13.259833553088278,3,2009,2011
Constraints On Non-Projective Dependency Parsing,1,4.005802351682935,4,2006,2009
CCGbank: A Corpus of CCG Derivations and Dependency Structures Extracted from the Penn Treebank,1,11.870807625260625,5,2009,
Probabilistic Parsing For German Using Sister-Head Dependencies,1,8.458537263760793,5,2004,2008
Machine-Readable Dictionaries Lexical Data Bases And The Lexical System,1,4.389447857853572,10,1985,1994
Foma: a Finite-State Compiler and Library,1,4.492712710696884,2,2012,
Multi-Tape Two-Level Morphology: A Case Study In Semitic Non-Linear Morphology,1,7.077816792920074,8,1995,2002
UKP: Computing Semantic Textual Similarity by Combining Multiple Content Similarity Measures,1,15.88412614281642,1,2013,
Current Issues In Computational Lexical Semantics,1,3.959246634991489,3,1991,1993
From Submit To Submitted Via Submission: On Lexical Rules In Large-Scale Lexicon Acquisition,1,5.689295693222753,4,1996,1999
A Maximum Entropy/Minimum Divergence Translation Model,1,4.053985774037869,3,2002,2004
A Smorgasbord Of Features For Statistical Machine Translation,1,11.170465421046005,3,2005,2007
Solving The Problem Of Cascading Errors: Approximate Bayesian Inference For Linguistic Annotation Pipelines,1,4.723079883882729,5,2007,2011
Probabilistic CFG With Latent Annotations,1,6.690801903138923,3,2007,2009
Corpus Variation And Parser Performance,1,8.968746987283929,6,2003,2008
Interpretation As Abduction,1,17.23667038004523,8,1988,1995
Learning Optimal Dialogue Strategies: A Case Study of a Spoken Dialogue Agent for Email,1,7.405389514675773,3,1999,2001
Lexical Normalisation of Short Text Messages: Makn Sens a #twitter,1,7.107501644755508,3,2011,
Apportioning Development Effort In A Probabilistic LR Parsing System Through Evaluation,1,4.7504082355254935,7,1997,2003
A Statistical Profile Of The Named Entity Task,1,5.939736410964718,7,1998,2004
Deterministic Parsing Of Syntactic Non-Fluencies,1,16.23656457759774,20,1983,2002
Design Of LMT: A PROLOG-Based Machine Translation System,1,5.974253586360324,8,1990,1997
What’s great and what’s not: learning to classify the scope of negation for improved sentiment analysis,1,5.627698992460411,3,2011,
Multi-Paragraph Segmentation Of Expository Text,1,16.429041881562625,13,1995,2007
SemEval-2007 Task 10: English Lexical Substitution Task,1,6.323740905837993,2,2009,2010
RAFT/RAPR And Centering: A Comparison And Discussion Of Problems Related To Processing Complex Sentences,1,8.579890578533458,6,1995,2000
Extracting The Names Of Genes And Gene Products With A Hidden Markov Model,1,9.175622635769203,6,2000,2005
Reading between the Lines: Learning to Map High-Level Instructions to Commands,1,3.90864206493281,3,2011,
Entity-Based Cross-Document Core f erencing Using the Vector Space Model,1,7.863030338457708,7,2004,2010
Introduction To The CoNLL-2005 Shared Task: Semantic Role Labeling,1,16.401386507742906,4,2006,2009
Sentiment Analysis Using Support Vector Machines With Diverse Information Sources,1,4.549461510333755,5,2005,2009
Logic Form Transformation Of WordNet And Its Applicability To Question Answering,1,5.806086181068586,4,2003,2006
The Impact Of Parse Quality On Syntactically-Informed Statistical Machine Translation,1,3.9088532824016218,3,2007,2009
Towards Cross-Lingual Textual Entailment,1,7.4596570906699835,2,2012,
Using Universal Linguistic Knowledge to Guide Grammar Induction,1,8.75140444524421,3,2011,
Distributional Clustering Of English Words,1,35.344169571947425,11,1994,2004
Clause Restructuring For Statistical Machine Translation,1,9.263096161731433,6,2006,2011
Emotions From Text: Machine Learning For Text-Based Emotion Prediction,1,4.657177094839561,4,2010,
Automatic Tagging Of Arabic Text: From Raw Text To Base Phrase Chunks,1,8.528398583182,4,2005,2008
Convolution Kernels on Constituent Dependency and Sequential Structures for Relation Extraction,1,4.348201625337456,2,2010,2011
Weakly Supervised Training of Semantic Parsers,1,4.928162209799619,1,2013,
A Syntactic Approach To Discourse Semantics,1,8.893484733515946,10,1986,1995
Summarizing Scientific Articles: Experiments With Relevance And Rhetorical Status,1,6.227839045785455,5,2004,2008
Surface Grammatical Analysis For The Extraction Of Terminological Noun Phrases,1,12.664684114883922,10,1993,2002
Modeling the Translation of Predicate-Argument Structure for SMT,1,4.380526686543082,1,2013,
Comparing Automatic And Human Evaluation Of NLG Systems,1,5.033773091516011,4,2006,2009
SemEval-2010 Task 3: Cross-Lingual Word Sense Disambiguation,1,5.690071318461459,2,2012,
Multi-Site Data Collection For A Spoken Language Corpus,1,13.841584725399972,8,1992,1999
Semi-Supervised Recursive Autoencoders for Predicting Sentiment Distributions,1,8.403912962106897,2,2012,
Anaphor Resolution In Unrestricted Texts With Partial Parsing,1,3.875760185220198,6,1999,2004
Relaxation Techniques For Parsing Grammatically Ill-Formed Input In Natural Language Understanding Systems,1,19.30145626207291,12,1981,1992
Finding Predominant Word Senses In Untagged Text,1,14.66456766104766,5,2005,2009
Deep Dependencies From Context-Free Statistical Parsers: Correcting The Surface Dependency Approximation,1,5.007510430893705,3,2005,2007
Towards History-Based Grammars: Using Richer Models For Probabilistic Parsing,1,15.266833910648728,13,1992,2004
Latent Variable Models of Selectional Preference,1,8.529471238789633,3,2011,
Applying Co-Training Methods To Statistical Parsing,1,4.537500418380219,3,2002,2004
Vector-based Models of Semantic Composition,1,14.995628471105551,1,2013,
A Bag Of Useful Techniques For Efficient And Robust Parsing,1,5.498027651218315,7,2000,2006
A Parsing Algorithm For Unification Grammar,1,4.080725800773235,14,1989,2002
Inducing Multilingual Text Analysis Tools Via Robust Projection Across Aligned Corpora,1,10.839353606416584,4,2002,2005
Statistical Machine Reordering,1,5.42195856086843,3,2007,2009
Repairing Reference Identification Failures By Relaxation,1,4.3503388071833236,10,1986,1995
Syntactic Analysis Of Natural Language Using Linguistic Rules And Corpus-Based Patterns,1,4.460582290931193,8,1994,2001
The CoNLL 2007 Shared Task on Dependency Parsing,1,8.737735135165227,2,2008,2009
The CoNLL 2007 Shared Task on Dependency Parsing,1,8.144994440698289,3,2011,
A Stochastic Approach To Parsing,1,5.8334625952603725,6,1988,1993
Knowledge-Free Induction Of Inflectional Morphologies,1,4.778111935657004,6,2002,2007
Effective Self-Training For Parsing,1,15.55195397237433,4,2007,2010
Cache-based Document-level Statistical Machine Translation,1,4.422555969023781,2,2012,
A Structured Vector Space Model for Word Meaning in Context,1,9.212704357189796,5,2009,
Enforcing Transitivity in Coreference Resolution,1,4.491871101775246,3,2009,2011
Computational Aspects Of Discourse In The Context Of MUC-3,1,5.416475210702568,7,1992,1998
A Best-First Alignment Algorithm For Automatic Extraction Of Transfer Mappings From Bilingual Corpora,1,6.837689108854644,5,2001,2005
Joint Unsupervised Coreference Resolution with Markov Logic,1,7.02168453021179,5,2009,
A Syntax-Based Part-Of-Speech Analyser,1,9.464094153265817,7,1996,2002
COGEX: A Logic Prover For Question Answering,1,11.95257768887165,4,2004,2007
Combining Outputs from Multiple Machine Translation Systems,1,7.379166562714311,3,2007,2009
Unsupervised Learning Of Derivational Morphology From Inflectional Lexicons,1,4.896736575697662,5,2000,2004
LexPageRank: Prestige In Multi-Document Text Summarization,1,4.748460030906776,4,2007,2010
Wide-Coverage Semantic Representations From A CCG Parser,1,5.779409703663516,2,2006,2007
Paraphrasing For Automatic Evaluation,1,5.510801849759959,5,2007,2011
Part-of-Speech Tagging for Twitter: Annotation Features and Experiments,1,11.466717142835815,1,2013,
Multi-Prototype Vector-Space Models of Word Meaning,1,7.459657090669962,2,2012,
Identification And Classification Of Proper Nouns In Chinese Texts,1,4.327738330488362,7,1997,2003
Efficient Parsing For Bilexical Context-Free Grammars And Head Automaton Grammars,1,4.844236223009393,7,2000,2006
Sampling Alignment Structure under a Bayesian Translation Model,1,7.13027416801282,5,2009,
Slot Grammars,1,4.835382024347219,21,1982,2002
Learning to Grade Short Answer Questions using Semantic Similarity Measures and Dependency Graph Alignments,1,4.864879527799766,2,2012,
The Unknown Word Problem: A Morphological Analysis Of Japanese Using Maximum Entropy Aided By A Dictionary,1,5.0645127782464625,5,2002,2006
Pseudo-Projective Dependency Parsing,1,14.752822925713682,4,2006,2009
Automated Text Summarization In SUMMARIST,1,5.152006017422933,8,1998,2005
The Importance of Syntactic Parsing and Inference in Semantic Role Labeling,1,7.935478783591914,3,2009,2011
Discriminative Training Methods For Hidden Markov Models: Theory And Experiments With Perceptron Algorithms,1,4.627276751932918,3,2005,2007
Constructing Lexical Transducers,1,7.6422187441579785,8,1995,2002
The Computational Complexity Of Avoiding Conversational Implicatures,1,5.475299872161201,16,1991,2006
A Tree Sequence Alignment-based Tree-to-Tree Translation Model,1,8.785456948289209,3,2009,2011
Semantic Classes And Syntactic Ambiguity,1,10.993881999146717,8,1993,2000
Divide and Conquer: Crowdsourcing the Creation of Cross-Lingual Textual Entailment Corpora,1,9.731254477428305,2,2012,
Exploiting Auxiliary Distributions In Stochastic Unification-Based Grammars,1,4.228066199317309,8,2000,2007
Multi-Source Transfer of Delexicalized Dependency Parsers,1,8.153002430332496,2,2012,
Word Clustering and Disambiguation Based on Co-occurrence Data,1,4.4095878982296295,5,2002,2006
A Semantic Concordance,1,8.670055850035228,14,1994,2007
Online Large-Margin Training for Statistical Machine Translation,1,8.688200236031165,3,2011,
Entity-Oriented Parsing,1,3.912998982247189,7,1986,1992
Enriching Morphologically Poor Languages for Statistical Machine Translation,1,4.043608541461489,5,2009,
Incremental Dialogue Processing in a Micro-Domain,1,5.744425998882031,3,2011,
The Interface Between Phrasal And Functional Constraints,1,9.678052379574552,12,1994,2005
Investigating A Generic Paraphrase-Based Approach For Relation Extraction,1,4.499463070738923,4,2007,2010
Semantic Compositionality through Recursive Matrix-Vector Spaces,1,15.88412614281642,1,2013,
Greedy Decoding For Statistical Machine Translation In Almost Linear Time,1,4.0123906609951,4,2004,2007
A Logical Version Of Functional Grammar,1,4.552956973953668,4,1991,1994
Structural Disambiguation With Constraint Propagation,1,6.0329902816842935,17,1990,2006
Finding Structural Correspondences From Bilingual Parsed Corpus For Corpus-Based Translation,1,5.89129111050173,4,2001,2004
Analyzing The Structure Of Argumentative Discourse,1,8.804241460001647,12,1988,1999
An Improved Extraction Pattern Representation Model For Automatic IE Pattern Acquisition,1,7.235378923941493,4,2004,2007
Early Results For Named Entity Recognition With Conditional Random Fields Feature Induction And Web-Enhanced Lexicons,1,10.77814603624811,3,2004,2006
Probabilistic Top-Down Parsing And Language Modeling,1,6.5696602456403905,4,2002,2005
Providing A Unified Account Of Definite Noun Phrases In Discourse,1,33.80435591128751,16,1984,1999
SemEval-2013 Task 2: Sentiment Analysis in Twitter,1,6.023479722124719,1,2013,
Building a Large Annotated Corpus of Learner English: The NUS Corpus of Learner English,1,9.857578978008679,1,2013,
Speech Repairs Intonational Phrases And Discourse Markers: Modeling Speakers' Utterances In Spoken Dialogue,1,4.554248594277522,7,2000,2006
TextTiling: Segmenting Text Into Multi-Paragraph Subtopic Passages,1,14.187447054924736,9,1998,2006
Automatic Discovery Of Non-Compositional Compounds In Parallel Data,1,5.998994493575151,7,2000,2006
A Joint Sequence Translation Model with Integrated Reordering,1,4.2349258722192396,1,2013,
A Discriminative Model For Tree-To-Tree Translation,1,4.547617801424916,2,2007,2008
Feature-Rich Part-Of-Speech Tagging With A Cyclic Dependency Network,1,14.649817435065465,2,2012,
Implementation And Conversational Environment Of ARIANE 78.4 An Integrated System For Automated Translation And Human Revision,1,6.7346806581550265,6,1983,1988
Arabic Tokenization Part-Of-Speech Tagging And Morphological Disambiguation In One Fell Swoop,1,5.656046532781902,3,2006,2008
Compositional Matrix-Space Models for Sentiment Analysis,1,4.422555969023778,2,2012,
Adaptive Sentence Boundary Disambiguation,1,5.178024348149026,8,1997,2004
Zero Pronoun Resolution In A Machine Translation System By Using Japanese To English Verbal Semantic Attributes,1,4.447065282084056,4,1994,1997
Translating Names And Technical Terms In Arabic Text,1,6.405121796118266,9,2000,2008
Two-Level Morphology With Composition,1,13.165327614595455,9,1993,2001
Exploring The Statistical Derivation Of Transformational Rule Sequences For Part-Of-Speech Tagging,1,4.927826000013241,9,1994,2002
Meta-Rules As A Basis For Processing Ill-Formed Input,1,17.864265107510114,14,1983,1996
OntoNotes: The 90% Solution,1,9.378941158872863,3,2011,
An IR Approach for Translating New Words from Nonparallel Comparable Texts,1,7.732160311025089,3,2002,2004
The CoNLL-2009 Shared Task: Syntactic and Semantic Dependencies in Multiple Languages,1,10.952330618951036,5,2009,
Anchoring A Lexicalized Tree-Adjoining Grammar For Discourse,1,7.179992148808507,7,1999,2005
Morphonology In The Lexicon,1,4.626358657903924,8,1993,2000
Temporal Ontology In Natural Language,1,6.543637146870843,5,1988,1992
Relating Complexity To Practical Performance In Parsing With Wide-Coverage Unification Grammars,1,4.445871382560009,7,1996,2002
Practical Very Large Scale CRFs,1,7.462979374328386,3,2011,
Planning Text For Advisory Dialogues: Capturing Intentional And Rhetorical Information,1,19.327838756374042,8,1994,2001
The Mathematics Of Statistical Machine Translation: Parameter Estimation,1,42.2699411076514,6,2001,2006
Domain Adaptation with Active Learning for Word Sense Disambiguation,1,5.768888805667724,4,2008,2011
A Memory-Based Approach to Learning Shallow Natural Language Patterns,1,13.018452382406819,4,1999,2002
Computational Complexity And Lexical-Functional Grammar,1,5.478755464258144,4,1983,1986
Using Register-Diversified Corpora For General Language Studies,1,6.962832180087852,8,1994,2001
A Classifier-Based Approach to Preposition and Determiner Error Correction in L2 English,1,5.637696492536403,4,2010,
Optimal Constituent Alignment With Edge Covers For Semantic Projection,1,3.89818977825022,2,2008,2009
Cats Rule and Dogs Drool!: Classifying Stance in Online Debate,1,4.422555969023781,2,2012,
A Task Independent Oral Dialogue Model,1,4.531179999746486,9,1992,2000
An Architecture For Opportunistic Text Generation,1,4.112473862649663,5,1998,2002
Automatic Detection Of Poor Speech Recognition At The Dialogue Level,1,4.024423846559166,7,2000,2006
A Learning Approach To Shallow Parsing,1,9.956230011206541,4,2000,2003
Unsupervised Models for Coreference Resolution,1,3.8665694844040064,3,2009,2011
Lexical Cohesion Computed By Thesaural Relations As An Indicator Of The Structure Of Text,1,19.955567920733756,15,1992,2006
Fine-Grained Proper Noun Ontologies For Question Answering,1,5.502917417505525,7,2003,2009
A Discourse Copying Algorithm For Ellipsis And Anaphora Resolution,1,4.26768700244357,12,1993,2004
Towards A Dictionary Support Environment For Realtime Parsing,1,5.164145813820977,7,1987,1993
Class-Based N-Gram Models Of Natural Language,1,30.332399756652443,10,1993,2002
Stochastic Finite-State Models For Spoken Language Machine Translation,1,4.625574972989984,8,2000,2007
Using Restriction To Extend Parsing Algorithms For Complex-Feature-Based Formalisms,1,26.92559122000697,17,1985,2001
Confidence Estimation For Information Extraction,1,4.332803880944937,5,2006,2010
A New Quantitative Quality Measure For Machine Translation Systems,1,5.18780662374775,5,2001,2005
Improved Statistical Alignment Models,1,30.504327202844053,7,2001,2007
Using Bilingual Parallel Corpora for Cross-Lingual Textual Entailment,1,7.710577533197298,2,2012,
Tagging And Morphological Disambiguation Of Turkish Text,1,4.53528057284117,5,1996,2000
Evaluating Automated And Manual Acquisition Of Anaphora Resolution Strategies,1,11.881782737701267,9,1996,2004
The Automated Acquisition Of Topic Signatures For Text Summarization,1,4.959429984373672,5,2004,2008
The Proposition Bank: An Annotated Corpus Of Semantic Roles,1,22.057991823003608,5,2005,2009
Identifying Relations for Open Information Extraction,1,14.599125566076314,2,2012,
An Annotation Scheme For Free Word Order Languages,1,10.092617439207947,10,1997,2006
Evaluating Message Understanding Systems: An Analysis Of The Third Message Understanding Conference (MUC-3),1,5.791360671507968,8,1993,2000
Decision Lists For Lexical Ambiguity Resolution: Application To Accent Restoration In Spanish And French,1,26.790515888558033,10,1995,2004
The HealthDoc Sentence Planner,1,7.5913897693130075,6,1997,2002
UNT: A Supervised Synergistic Approach to Semantic Text Similarity,1,3.8329066509751435,1,2013,
Dependency Treelet Translation: Syntactically Informed Phrasal SMT,1,19.476820044860393,4,2006,2009
Soft Syntactic Constraints for Hierarchical Phrased-Based Translation,1,8.941948805318898,3,2009,2011
Estimation of Conditional Probabilities With Decision Trees and an Application to Fine-Grained POS Tagging,1,4.663436728844443,4,2010,
Direct Word Sense Matching For Lexical Substitution,1,5.295464679238231,3,2007,2009
Alignment-Based Discriminative String Similarity,1,4.824770460788074,3,2008,2010
Resolving Quasi Logical Forms,1,7.9912512164680365,10,1991,2000
ABL: Alignment-Based Learning,1,4.575215150038648,7,2001,2007
